"cut","depth","table","price","x","y","z"
"Ideal",61.6,57,942,4.38,4.36,2.69
"Ideal",60.9,58,11180,7.53,7.61,4.61
"Very Good",61.2,55,1682,5.07,5.12,3.12
"Ideal",62,54,438,4.06,4.07,2.52
"Ideal",61.6,57,4831,6.79,6.87,4.21
"Very Good",62.5,55,2558,5.65,5.68,3.54
"Premium",60.3,60,972,4.44,4.42,2.67
"Premium",61.9,60,2869,6.55,6.48,4.03
"Very Good",61.9,57,2037,5.29,5.31,3.28
"Very Good",62.1,57,1608,5.27,5.3,3.28
"Ideal",62.4,54,508,4.32,4.34,2.7
"Ideal",62.4,55,544,4.33,4.36,2.71
"Fair",66.9,58,10711,7.93,7.69,5.21
"Premium",61.5,57,5387,6.44,6.37,3.94
"Fair",68.4,64,2125,5.38,5.32,3.66
"Ideal",62.1,53,671,4.42,4.44,2.75
"Premium",62,58,1785,5.74,5.77,3.57
"Very Good",62.7,59,7506,7.26,7.34,4.58
"Premium",62.6,59,3136,5.66,5.62,3.53
"Ideal",61.7,56,2612,5.9,5.85,3.62
"Ideal",62.5,57,5080,6.18,6.13,3.84
"Very Good",60.9,52,1049,4.81,4.83,2.94
"Premium",62.2,60,11190,8.14,8.1,5.05
"Good",64.1,59,2608,5.89,5.85,3.76
"Ideal",62.9,54,5626,6.49,6.46,4.07
"Very Good",63.4,58,4400,6.07,6.11,3.86
"Ideal",61.4,55.7,1821,5.43,5.53,3.37
"Ideal",62.1,55,568,4.57,4.61,2.85
"Very Good",59.3,58,9942,7.01,7.05,4.17
"Ideal",61,57,6477,7.03,6.97,4.27
"Good",58.8,61,4257,6.63,6.67,3.91
"Fair",65.6,60,601,4.5,4.56,2.97
"Good",63.7,58,5492,6.4,6.45,4.09
"Very Good",62.5,57,9201,6.31,6.36,3.96
"Fair",57.7,67,3674,6.49,6.46,3.73
"Premium",60.9,60,898,4.67,4.62,2.83
"Premium",62.7,59,1807,5.09,5.05,3.18
"Good",60.2,54,4444,6.04,6.01,3.63
"Ideal",61.9,56,4320,5.53,5.56,3.43
"Ideal",62.4,55,1033,4.47,4.44,2.78
"Ideal",62.3,53,6049,6.57,6.59,4.1
"Ideal",62.3,55,1752,5.07,5.11,3.17
"Ideal",60.7,55,1103,4.89,4.86,2.96
"Good",64,61,3973,6.01,6.06,3.86
"Ideal",60.8,55,787,4.26,4.29,2.6
"Good",63.7,59,675,4.27,4.21,2.7
"Ideal",61.8,56,2564,5.97,6,3.7
"Premium",59.7,59,810,4.83,4.79,2.87
"Very Good",63.2,58,6171,7.28,7.25,4.59
"Premium",61.1,59,3639,6.24,6.2,3.8
"Ideal",62.8,57,1230,4.76,4.73,2.98
"Premium",61.5,58,17204,7.48,7.58,4.63
"Premium",62.2,57,18692,8.63,8.54,5.34
"Very Good",61,58,14732,8.36,8.39,5.11
"Ideal",62.7,55,1580,5.24,5.26,3.29
"Ideal",62,54,603,4.64,4.65,2.88
"Ideal",62,54.5,412,4.15,4.19,2.58
"Ideal",62.6,54,537,4.45,4.5,2.8
"Fair",62.6,58,3787,6.01,6.06,3.78
"Very Good",62.9,56,710,4.24,4.28,2.68
"Very Good",62.8,59,2823,5.86,5.9,3.69
"Ideal",61.7,54,1656,5.13,5.18,3.18
"Ideal",61.7,54,792,4.86,4.9,3.01
"Ideal",61.2,59,2452,5.75,5.79,3.53
"Ideal",60.9,56,511,4.5,4.53,2.75
"Premium",62.8,60,4497,6.4,6.33,4
"Good",63.2,63,9867,6.24,6.26,3.95
"Very Good",60.4,60,4707,6.23,6.29,3.78
"Premium",61.5,59,593,4.38,4.34,2.68
"Premium",62.1,62,2623,5.71,5.65,3.53
"Ideal",61.9,55,2534,5.34,5.36,3.31
"Ideal",61.9,55,3442,6.11,6.14,3.79
"Premium",62.3,56,13701,8.23,8.13,5.1
"Very Good",62.4,57,855,4.62,4.68,2.9
"Fair",57,66,2623,5.83,5.81,3.32
"Premium",61.8,58,911,4.33,4.31,2.67
"Premium",62.9,58,907,4.3,4.28,2.7
"Premium",60.9,59,12633,8.3,8.25,5.04
"Premium",61.1,60,1637,5.23,5.28,3.21
"Premium",63,57,4618,6.47,6.41,4.06
"Premium",62.4,60,10939,7.34,7.27,4.56
"Ideal",61,56,421,4.36,4.39,2.67
"Very Good",62.1,59,4370,6.17,6.2,3.84
"Ideal",62.2,54,12255,7.02,7.06,4.38
"Ideal",61.6,56.3,4602,6.55,6.59,4.04
"Ideal",61,55,1625,5.23,5.24,3.2
"Premium",62.4,59,2686,5.71,5.66,3.55
"Very Good",58.5,61,4816,6.74,6.8,3.96
"Very Good",61.8,58,8922,6.44,6.48,3.99
"Very Good",61.1,61,3601,6.44,6.5,3.95
"Ideal",62.7,56,15721,7.55,7.45,4.7
"Good",63.9,55,779,4.3,4.27,2.74
"Very Good",63,56,7453,6.39,6.41,4.03
"Ideal",61.8,56,776,4.31,4.3,2.66
"Ideal",61.4,58,2914,5.76,5.8,3.55
"Ideal",62,57,3450,6.41,6.37,3.96
"Ideal",62.8,55,731,4.28,4.32,2.7
"Ideal",61.9,57,6133,6.57,6.61,4.08
"Good",63.5,60,7848,7.23,7.29,4.61
"Very Good",60.2,58,14489,8.04,8.1,4.86
"Ideal",60.8,57,16169,7.45,7.49,4.54
"Ideal",61.4,56,8824,6.84,6.9,4.22
"Very Good",62.1,56,3295,6.13,6.23,3.84
"Very Good",58.5,59,1785,5.42,5.45,3.18
"Ideal",61.9,55,662,4.74,4.79,2.95
"Ideal",62.4,53.3,10342,6.94,6.95,4.33
"Good",56.7,60,814,4.57,4.5,2.57
"Fair",64.6,54,3725,6.09,6.14,3.95
"Premium",62.5,58,12196,7.33,7.38,4.6
"Very Good",62.8,61,2832,6.15,6.18,3.87
"Very Good",63,59,394,4.24,4.27,2.68
"Ideal",61.7,56,1851,5.34,5.36,3.3
"Premium",61.1,58,17278,8.08,8.11,4.95
"Premium",62.4,60,573,4.34,4.32,2.7
"Ideal",62,54,4065,6.26,6.32,3.9
"Premium",61.6,58,10712,7.35,7.42,4.55
"Ideal",61.8,55,12004,7.45,7.49,4.62
"Very Good",61,60,1799,5.08,5.12,3.11
"Good",62.7,61,3072,5.64,5.68,3.55
"Good",61.6,57,5831,6.79,6.85,4.2
"Fair",65,59,6115,6.19,6.14,4.01
"Premium",61,60,12617,8.16,8.11,4.96
"Good",64.3,54,748,4.72,4.68,3.02
"Very Good",61.4,62,505,3.9,3.95,2.41
"Fair",65.2,61,3875,6.01,5.98,3.91
"Very Good",59.4,60,15444,7.55,7.61,4.5
"Premium",60.8,58,743,4.47,4.45,2.71
"Very Good",62.3,60,8431,7.29,7.34,4.56
"Premium",60.6,58,669,4.6,4.58,2.78
"Premium",58.9,59,1629,5.21,5.15,3.05
"Ideal",62.6,54,12971,7.43,7.47,4.67
"Premium",61.1,59,15030,9.03,8.98,5.5
"Ideal",61,57,765,4.51,4.48,2.74
"Ideal",61.4,56,1659,5.46,5.49,3.36
"Ideal",62,54,840,4.37,4.41,2.72
"Ideal",61.9,54,2720,5.11,5.17,3.18
"Ideal",61.2,57,1205,4.79,4.85,2.95
"Very Good",59.1,59,16048,7.45,7.48,4.41
"Very Good",60.9,60,6062,6.72,6.78,4.11
"Ideal",61.8,55,3401,5.85,5.89,3.63
"Very Good",63.2,57,647,4.51,4.48,2.84
"Good",61.1,61.7,1744,5.55,5.59,3.4
"Ideal",62.5,55,576,4.4,4.37,2.74
"Very Good",59.9,57,5053,6.78,6.81,4.07
"Premium",60.7,58,1376,5.23,5.18,3.16
"Good",63.1,56,1408,5.4,5.44,3.42
"Very Good",63.3,54,11879,7.26,7.33,4.62
"Very Good",63.6,58,3679,6.1,6.13,3.89
"Very Good",60.7,58,2114,5.68,5.75,3.47
"Good",63.2,62,3574,6.09,6.19,3.88
"Very Good",61.6,59,881,4.7,4.75,2.91
"Ideal",62,56,4922,6.19,6.22,3.85
"Premium",62.5,59,4134,6.59,6.53,4.1
"Ideal",61.7,56,535,4.04,4.07,2.5
"Ideal",60.1,56,1454,5.24,5.27,3.16
"Premium",59.7,58,4943,6.66,6.68,3.98
"Premium",62.3,59,7679,6.52,6.48,4.05
"Ideal",61.2,57,1235,4.82,4.78,2.94
"Ideal",62.8,57,3075,5.81,5.85,3.66
"Premium",62.4,58,521,4.39,4.42,2.75
"Ideal",61.9,53,863,4.5,4.52,2.79
"Very Good",59.6,59,3977,6.41,6.47,3.84
"Premium",61.1,58,6377,8.11,8.06,4.94
"Premium",59.9,59,3873,6.2,6.16,3.7
"Premium",62.6,58,1439,4.73,4.76,2.97
"Fair",56.1,64,1950,5.31,5.28,2.97
"Ideal",62.1,54,687,4.38,4.41,2.73
"Ideal",62,56,851,4.61,4.55,2.84
"Ideal",62.7,54,17223,7.35,7.39,4.62
"Ideal",61.6,56,1084,4.51,4.48,2.77
"Ideal",62.7,56,1061,4.76,4.71,2.97
"Premium",63,61,834,4.65,4.62,2.92
"Very Good",60,59,6915,6.54,6.59,3.94
"Very Good",61.9,56,9416,7.35,7.38,4.56
"Premium",62,58,683,4.74,4.78,2.95
"Premium",59.6,60,4712,6.74,6.7,4
"Ideal",60.7,55,1289,4.69,4.71,2.85
"Ideal",62.1,55,2460,4.98,5.01,3.1
"Premium",61.3,59,6692,6.45,6.42,3.95
"Ideal",61.1,57,957,4.31,4.33,2.64
"Ideal",60.8,56,1069,4.71,4.66,2.85
"Ideal",61.2,56,650,4.63,4.68,2.85
"Ideal",61.3,56,829,4.54,4.56,2.79
"Very Good",61.6,58,8401,6.4,6.46,3.96
"Good",59.9,65,15587,8.14,8.19,4.89
"Good",63.3,58,6399,6.35,6.38,4.03
"Good",61,61,4510,6.36,6.42,3.9
"Premium",61.9,58,2052,5.07,5.1,3.15
"Ideal",61.6,56,5831,6.68,6.72,4.13
"Very Good",61.7,58,5111,6.26,6.34,3.89
"Ideal",61.1,56,9317,6.86,6.89,4.2
"Premium",62.8,58,5429,6.45,6.39,4.03
"Ideal",61.5,55,715,4.53,4.57,2.8
"Premium",61.9,59,4327,6.46,6.39,3.98
"Very Good",62.5,53,522,4.18,4.21,2.62
"Ideal",61.1,57,858,4.55,4.58,2.79
"Premium",61.6,58,1257,4.66,4.63,2.86
"Premium",60.4,59,5618,7.44,7.39,4.48
"Very Good",64.7,56,5883,6.23,6.29,4.05
"Very Good",62.6,59,930,5.06,5.1,3.18
"Ideal",63,56,12618,8.04,7.99,5.05
"Good",62.2,58,7380,6.72,6.76,4.19
"Very Good",63.5,56,756,4.7,4.69,2.98
"Very Good",63.5,57,1259,5.24,5.21,3.32
"Ideal",61.8,57,1397,5.32,5.36,3.3
"Premium",62.3,56,4627,6.6,6.52,4.09
"Very Good",63.6,58,9683,7.52,7.54,4.79
"Premium",61.4,60,719,4.75,4.82,2.94
"Premium",62.7,58,983,4.55,4.51,2.84
"Ideal",61,57,1354,5.17,5.22,3.17
"Ideal",61.9,57,8629,6.46,6.44,4
"Premium",61.3,58,810,4.88,4.91,3
"Very Good",63.1,57,573,4.34,4.31,2.73
"Premium",61.4,59,13477,8.04,8.14,4.97
"Premium",62.9,61,2234,5.64,5.62,3.54
"Premium",61.3,60,14032,8.35,8.33,5.11
"Ideal",61.7,56,3150,5.86,5.84,3.61
"Ideal",61.5,55,803,4.57,4.61,2.82
"Very Good",59.1,60,1554,5.24,5.19,3.08
"Ideal",61.2,54,9298,7.23,7.25,4.43
"Premium",61.6,60,1029,4.85,4.8,2.97
"Good",63.5,57,394,4.24,4.26,2.7
"Ideal",62.6,57,3247,5.65,5.7,3.55
"Fair",64.9,56,4129,6.33,6.25,4.08
"Premium",60.4,60,1801,5.16,5.1,3.1
"Ideal",62.2,55,3183,5.74,5.77,3.58
"Premium",61,60,10182,8.28,8.19,5.02
"Very Good",61.6,61,421,4.36,4.4,2.7
"Good",63.5,56,684,4.29,4.34,2.74
"Ideal",61.8,55,720,4.43,4.41,2.73
"Ideal",62.5,55,4536,6.84,6.79,4.26
"Premium",62.6,58,14502,8.01,7.93,4.99
"Good",58.6,62,9775,7.59,7.66,4.47
"Very Good",62.8,56,4922,6.16,6.2,3.88
"Premium",62.4,59,855,4.64,4.59,2.88
"Ideal",62.2,55,6091,7.07,7.11,4.41
"Good",63.5,57,1089,4.85,4.91,3.1
"Premium",60.3,58,1806,5.79,5.76,3.48
"Good",63.5,58,571,4.27,4.3,2.72
"Premium",59.9,59,7562,6.94,6.92,4.15
"Very Good",61.6,59,905,4.78,4.87,2.97
"Ideal",60.1,57,2143,5.25,5.31,3.17
"Premium",61.9,56,5599,6.53,6.45,4.02
"Ideal",61.3,59,2987,5.68,5.7,3.49
"Premium",61.5,53,16733,8.13,8.03,4.97
"Ideal",60.1,56,862,4.65,4.69,2.8
"Ideal",61.8,57,4724,6.76,6.68,4.15
"Premium",62.2,57,5466,6.87,6.79,4.25
"Ideal",62.1,56,571,4.35,4.38,2.71
"Premium",61.4,60,876,4.78,4.73,2.92
"Ideal",61.6,57,1657,5.72,5.77,3.54
"Very Good",62.9,58,8663,7.18,7.23,4.53
"Premium",62.1,58,5488,6.45,6.34,3.97
"Good",64.2,62,4678,6.6,6.51,4.25
"Fair",65.8,56,893,5.23,5.12,3.41
"Ideal",61.8,57,4274,6.45,6.36,3.96
"Very Good",63.1,57,945,4.68,4.73,2.97
"Premium",61.8,56,2160,5.15,5.11,3.17
"Very Good",62.2,57,544,4.34,4.37,2.71
"Premium",60.8,60,2387,5.23,5.14,3.15
"Premium",59.3,60,10929,7.23,7.2,4.28
"Ideal",61,55,3036,6,5.96,3.65
"Ideal",61.7,56,1660,5.13,5.15,3.17
"Premium",62,60,4836,6.91,6.86,4.27
"Fair",65.2,56,5524,6.9,7.02,4.54
"Premium",62.7,60,3215,6.29,6.11,3.89
"Good",61.4,63,13542,8.01,8.08,4.94
"Ideal",61.6,57,14300,6.84,6.79,4.2
"Premium",61.4,58,1608,5.28,5.34,3.26
"Fair",60.5,63,17713,8.2,8.11,4.93
"Ideal",62.2,56.6,6255,6.43,6.49,4.02
"Ideal",62.6,56,789,4.79,4.82,3.01
"Good",59.6,61,820,4.8,4.86,2.88
"Ideal",62.2,53.8,1073,4.62,4.66,2.88
"Ideal",61.8,56,2041,5.25,5.23,3.24
"Premium",63,60,2832,5.87,5.81,3.68
"Ideal",62.4,57,4398,6.43,6.4,4
"Ideal",62.4,56,594,4.43,4.39,2.75
"Very Good",62.8,59,1053,4.63,4.67,2.92
"Good",63.3,59,473,4.2,4.23,2.67
"Ideal",62.2,55,628,4.37,4.35,2.71
"Ideal",62.6,57,917,4.34,4.41,2.74
"Very Good",60.1,61,644,4.56,4.59,2.75
"Very Good",61.7,59,2034,5.35,5.38,3.31
"Ideal",62.4,58,6558,6.73,6.71,4.19
"Very Good",62.6,56,638,4.25,4.28,2.67
"Good",63.4,55,3416,5.76,5.78,3.66
"Premium",63,59,6661,6.8,6.73,4.26
"Fair",55.2,64,361,4.21,4.23,2.33
"Ideal",61.5,55.5,1254,5.13,5.19,3.17
"Very Good",63,59,15773,7.9,7.93,4.99
"Very Good",60.3,62,12483,7.53,7.57,4.55
"Premium",62,55,2362,5.77,5.71,3.56
"Very Good",63.5,59,608,4.27,4.2,2.69
"Premium",62.3,59,1546,5.1,5.07,3.17
"Very Good",62.1,59,3016,5.7,5.73,3.55
"Very Good",61.7,58.1,4724,6.6,6.66,4.09
"Premium",60.5,58,2670,5.88,5.79,3.53
"Ideal",61,55,721,4.67,4.71,2.86
"Good",63.3,60.4,491,4.64,4.68,2.95
"Ideal",62.1,59,5189,6.38,6.43,3.98
"Ideal",61,55,1586,5.19,5.23,3.18
"Ideal",62.2,55,945,4.75,4.71,2.94
"Premium",61.2,62,2396,6.65,5.73,3.48
"Good",64.1,56,11746,7.97,8.09,5.15
"Ideal",62.2,56,1076,4.8,4.75,2.97
"Very Good",60.8,58,487,4.24,4.28,2.59
"Premium",61.2,57,1076,4.8,4.77,2.93
"Very Good",61.6,56,455,4.06,4.09,2.51
"Good",63.9,58,4208,6.26,6.22,3.99
"Premium",61,60,1966,5.08,5.12,3.11
"Ideal",62.9,56,1406,5.1,5.05,3.19
"Premium",61.8,61,5872,6.57,6.54,4.05
"Ideal",62.2,56,975,4.74,4.72,2.94
"Good",64.1,61,3640,6.36,6.27,4.05
"Ideal",62.8,56,1111,4.68,4.72,2.95
"Ideal",61.2,57,9214,6.72,6.65,4.09
"Premium",59,60,5982,6.94,6.99,4.11
"Premium",61.7,58,828,4.41,4.38,2.71
"Premium",62.4,59,5592,6.72,6.68,4.18
"Very Good",62.9,57,9586,6.73,6.78,4.25
"Ideal",58.8,57,4819,6.66,6.6,3.9
"Good",59.4,61,3063,5.79,5.83,3.45
"Ideal",61.2,57,1020,4.43,4.4,2.7
"Ideal",61.9,54,945,4.45,4.47,2.76
"Very Good",62,57,470,4.11,4.15,2.56
"Premium",61,58,10203,6.96,7.01,4.26
"Very Good",58.6,58,625,4.91,4.98,2.9
"Ideal",60.8,57,7023,7,7.02,4.26
"Ideal",61.9,56,3548,6.08,6.1,3.77
"Ideal",61.7,55,1990,5.26,5.25,3.24
"Very Good",62.7,59,14066,7.3,7.33,4.59
"Ideal",62.2,57,942,4.34,4.31,2.69
"Premium",60,62,3584,6.53,6.51,3.91
"Good",63.8,59,6080,6.34,6.27,4.02
"Ideal",61.2,59,2444,6.03,6.06,3.7
"Very Good",63.3,60,1086,4.98,4.94,3.14
"Ideal",62.1,57,8678,7.39,7.43,4.6
"Premium",61.5,58,1020,5.14,5.1,3.15
"Premium",60.1,61,827,4.59,4.56,2.75
"Premium",61.8,58,906,4.52,4.48,2.78
"Premium",62.6,58,4660,6.7,6.75,4.21
"Ideal",61.5,56,2509,5.44,5.47,3.35
"Very Good",63,57,644,4.46,4.52,2.83
"Good",63.6,58,4355,6.36,6.28,4.02
"Ideal",61.5,56,1063,4.55,4.53,2.79
"Very Good",61.8,61,4716,5.7,5.73,3.53
"Premium",61.9,61,10758,7.41,7.33,4.56
"Good",62.7,61,2444,5.8,5.84,3.65
"Ideal",61.9,56,695,4.38,4.34,2.7
"Ideal",61.8,55,5124,6.75,6.78,4.18
"Ideal",60.3,58,804,4.43,4.46,2.68
"Ideal",62.1,57,1629,5.1,5.05,3.15
"Very Good",63.4,59,4135,6.08,6.13,3.87
"Ideal",61,56,1815,5.34,5.32,3.25
"Ideal",62.1,56,706,4.52,4.56,2.82
"Premium",59.3,62,2839,6.09,6.01,3.59
"Ideal",61.7,56,1625,5.17,5.2,3.19
"Fair",64.9,56,10184,7.88,7.81,5.09
"Premium",60.3,59,1050,5.34,5.3,3.21
"Ideal",62.1,56,4750,6.63,6.61,4.11
"Ideal",61.8,55,9416,7.47,7.51,4.63
"Premium",61.3,57,1013,4.58,4.56,2.8
"Premium",62.2,58,10424,7.41,7.44,4.62
"Ideal",60.7,57,1743,5.27,5.3,3.2
"Premium",62.7,58,923,4.74,4.7,2.96
"Premium",62,58,13606,7.39,7.33,4.56
"Premium",60,57,2329,5.93,5.9,3.55
"Premium",59.8,57,10412,8.17,8.13,4.87
"Premium",62.5,55,6121,6.9,6.82,4.29
"Good",63.9,56,4725,6.81,6.77,4.34
"Good",63.7,61,8245,7.15,7.11,4.54
"Ideal",60.3,59,2197,5.77,5.83,3.5
"Fair",58,71,1633,5.85,5.7,3.35
"Very Good",62.9,58,849,4.82,4.85,3.04
"Ideal",62.8,57,530,3.91,3.96,2.47
"Premium",62.9,60,3091,5.89,5.87,3.7
"Premium",61.2,60,8400,6.43,6.38,3.92
"Premium",60.2,61,10219,7.28,7.2,4.36
"Ideal",60.9,57,3798,6.2,6.24,3.79
"Ideal",62.2,57,1255,5.34,5.37,3.33
"Premium",61.7,58,1111,5.12,5.16,3.17
"Premium",61.4,59,855,4.75,4.7,2.9
"Ideal",62.2,54,7182,6.93,6.88,4.3
"Ideal",62.4,54,827,4.45,4.49,2.79
"Very Good",63,59,1654,5.25,5.29,3.32
"Ideal",61.6,56,2319,5.73,5.67,3.51
"Ideal",60.9,57,8233,6.69,6.75,4.09
"Good",63.7,58,4466,6.61,6.68,4.23
"Ideal",61,55,3478,5.81,5.83,3.55
"Premium",60.1,58,15067,8.25,8.19,4.94
"Very Good",64,54,572,4.11,4.17,2.65
"Very Good",63.8,55,16842,8.51,8.6,5.46
"Ideal",61.6,56,1145,4.74,4.77,2.93
"Fair",64.4,56,5908,6.31,6.26,4.05
"Premium",62.5,61,4434,6.19,6.1,3.84
"Ideal",61.1,59,2666,6.05,6.1,3.71
"Very Good",63,57,2515,5.85,5.9,3.7
"Fair",66.1,57,4704,7.12,7.04,4.68
"Premium",58.9,60,1076,4.87,4.84,2.86
"Ideal",62.8,57,776,4.29,4.25,2.68
"Ideal",62.7,54,8759,6.79,6.83,4.27
"Premium",61.9,58,4355,6.48,6.42,3.99
"Good",63.1,64,4435,6.31,6.25,3.96
"Premium",61.8,58,2037,5.73,5.7,3.53
"Premium",60.3,59,1142,4.83,4.86,2.92
"Very Good",61.8,59,5070,6.49,6.55,4.03
"Ideal",61.4,55.3,529,4.39,4.42,2.7
"Premium",61.3,61,4452,6.39,6.36,3.91
"Very Good",60.6,63,5241,6.47,6.5,3.93
"Premium",62.7,62,3360,5.09,4.96,3.15
"Very Good",58.8,60,1436,5.18,5.2,3.05
"Very Good",60.5,58,4797,6.55,6.6,3.98
"Good",63.2,56.5,1569,5.05,5.08,3.2
"Ideal",60.6,59,5756,6.61,6.65,4.02
"Ideal",62.4,56,16062,8.44,8.49,5.28
"Premium",59.9,59,4928,6.48,6.44,3.87
"Premium",59.2,59,666,4.51,4.54,2.68
"Premium",62.5,59,5228,6.67,6.65,4.16
"Very Good",63.5,56,1793,5.1,5.07,3.23
"Ideal",60.9,57,5052,5.58,5.61,3.41
"Premium",62.6,59,737,4.68,4.71,2.94
"Premium",62.4,58,12179,7.31,7.27,4.55
"Ideal",62.2,59,3198,5.74,5.77,3.58
"Very Good",61.1,57,1866,5.75,5.8,3.53
"Good",63.1,59,10567,6.31,6.34,3.99
"Premium",62.2,58,7426,6.93,6.83,4.28
"Ideal",60.6,57,8364,6.62,6.7,4.05
"Premium",61.3,60,15428,8.5,8.43,5.19
"Good",63.7,60,5113,6.32,6.28,4.01
"Very Good",62.8,59,8214,7.17,7.26,4.53
"Premium",60.2,57,827,4.61,4.56,2.76
"Ideal",61.9,55,13462,7.53,7.47,4.64
"Good",63.5,56,737,4.67,4.72,2.98
"Ideal",62.5,57,765,4.5,4.46,2.8
"Premium",62.2,56,12458,8.29,8.2,5.13
"Premium",62,58,5783,6.5,6.57,4.05
"Ideal",62,55,8279,6.63,6.66,4.12
"Very Good",62.6,58,3989,6.14,6.22,3.87
"Good",64.2,56,7161,7.2,7.26,4.64
"Premium",59.4,58,15188,7.74,7.68,4.58
"Ideal",61.6,54,451,4.5,4.52,2.78
"Premium",61.4,60,776,4.3,4.27,2.63
"Ideal",60.7,57,9530,7.38,7.41,4.49
"Very Good",61.4,59,2312,5.67,5.7,3.49
"Premium",58.4,60,4842,6.87,6.83,4
"Fair",56.4,61,3920,6.58,6.55,3.7
"Premium",61.6,58,3311,5.96,5.92,3.66
"Premium",63,58,12409,7.48,7.43,4.7
"Good",63.8,58,9467,7.43,7.36,4.72
"Ideal",62.4,55,464,4.31,4.35,2.7
"Premium",62.7,58,6058,6.4,6.45,4.03
"Very Good",63.3,56,2494,5.67,5.64,3.58
"Ideal",61.3,57,8529,7.42,7.32,4.52
"Ideal",61.6,53,2239,6.4,6.43,3.95
"Ideal",60.4,58,3531,6,5.95,3.61
"Premium",61.6,54,5740,6.95,6.85,4.25
"Premium",61,61,7129,6.58,6.53,4
"Ideal",62.3,55,5238,6.58,6.62,4.11
"Ideal",62.2,55,1333,4.73,4.76,2.95
"Premium",62.5,57,1242,5.17,5.11,3.21
"Very Good",62.7,58,2288,5.61,5.65,3.53
"Very Good",61.4,58,1122,4.76,4.78,2.93
"Ideal",61.7,56,984,4.56,4.52,2.8
"Ideal",61.6,57,2657,5.76,5.71,3.53
"Very Good",62.9,60,605,4.18,4.22,2.64
"Ideal",61.4,57,2240,5.64,5.76,3.5
"Premium",59.4,58,4430,6.8,6.74,4.02
"Ideal",61.9,57,963,4.66,4.61,2.87
"Very Good",61.8,58,658,4.26,4.28,2.64
"Ideal",62.7,55,1153,4.76,4.72,2.97
"Ideal",62.1,55,1221,4.81,4.79,2.98
"Ideal",62.2,54,1151,4.76,4.79,2.97
"Ideal",61.9,56,1140,4.39,4.36,2.71
"Fair",66.7,57,3669,6.07,5.99,4.02
"Very Good",61.1,58,6777,6.41,6.45,3.93
"Very Good",61.8,60,505,4.29,4.25,2.64
"Premium",61.9,59,6640,6.41,6.36,3.95
"Fair",61.7,61,6651,6.6,6.49,4.04
"Very Good",61,56,998,4.9,4.93,3
"Premium",61.9,58,2104,5.76,5.71,3.55
"Good",62.7,62,617,4.19,4.23,2.64
"Premium",62.7,60,11463,7.98,8.1,5.04
"Good",62,56,9569,7.23,7.29,4.5
"Premium",62.9,61,3175,5.65,5.57,3.53
"Ideal",62.3,57,1787,5.09,5.12,3.18
"Premium",62.9,59,6644,6.52,6.49,4.09
"Fair",64.7,60,1069,4.99,4.84,3.18
"Premium",61.7,59,3294,5.71,5.67,3.51
"Very Good",62.5,58,5112,6.36,6.38,3.98
"Very Good",60.1,56,841,4.53,4.56,2.73
"Very Good",61.2,61,12196,7.29,7.34,4.48
"Ideal",60.9,57,1020,4.45,4.42,2.7
"Ideal",61,56,1659,5.26,5.29,3.22
"Premium",58,60,6458,7.61,7.58,4.41
"Premium",59.6,60,1282,5.12,5.15,3.06
"Ideal",62.1,55,1151,4.74,4.79,2.96
"Premium",60.2,60,4805,6.45,6.43,3.88
"Ideal",60.9,56,1145,4.9,4.96,3
"Ideal",60.8,54,12100,7.45,7.43,4.52
"Premium",62.7,58,15162,7.75,7.68,4.84
"Ideal",60.2,56,3273,5.86,5.9,3.54
"Ideal",62.2,56,4484,6.51,6.47,4.04
"Premium",59.7,59,4318,6.16,6.13,3.67
"Premium",60,59,1234,4.93,4.91,2.95
"Ideal",62.3,56,1080,4.4,4.37,2.73
"Ideal",61.9,56,1321,5.11,5.17,3.17
"Ideal",60.8,57,6065,6.83,6.77,4.14
"Ideal",62.4,57,625,4.2,4.16,2.61
"Ideal",61.2,55,764,4.36,4.37,2.67
"Ideal",61.5,56,699,4.45,4.48,2.74
"Ideal",61.5,56,1154,4.67,4.7,2.88
"Very Good",62.5,57,4600,6.12,6.14,3.83
"Premium",60.6,57,9760,7.78,7.71,4.69
"Very Good",61.4,60,868,4.39,4.44,2.71
"Premium",61.6,60,6108,6.51,6.42,3.98
"Good",57.5,60.1,2131,5.78,5.83,3.34
"Premium",62.6,57,1443,5.15,5.1,3.21
"Ideal",61.8,56,854,4.45,4.42,2.74
"Good",63.8,60,3079,6.21,6.14,3.94
"Ideal",62.3,55,817,4.63,4.68,2.9
"Ideal",61.5,55,2721,5.76,5.79,3.55
"Ideal",61.5,57,504,4,4.03,2.47
"Ideal",62.5,57,945,4.8,4.77,2.99
"Ideal",62.2,57,1585,5.29,5.25,3.28
"Ideal",61.2,56,645,4.39,4.43,2.7
"Ideal",61.3,56,2550,5.21,5.22,3.2
"Premium",63,59,15238,8.22,8.19,5.17
"Ideal",61.7,55,1609,5.23,5.2,3.22
"Ideal",62.3,56,2362,5.12,5.15,3.2
"Very Good",61.1,59,1583,5.25,5.29,3.22
"Good",59.8,64,2079,5.75,5.69,3.42
"Good",63.6,61,4914,6.66,6.64,4.23
"Good",59,62,2055,5.66,5.72,3.35
"Very Good",62,56,754,4.36,4.39,2.71
"Very Good",62.1,59,471,3.95,4,2.47
"Premium",62.8,56,8794,7.3,7.22,4.56
"Premium",62.2,58,854,4.42,4.39,2.74
